ID_Venta;ID_Estacion_Origen;ID_Estacion_Destino;Forma_Pago;Importe;ID_Pasajero;ID_Servicio
2004;1254;746;Tarjeta Credito 6 Pagos;40000;1973;5
2005;1354;820;Tarjeta Debito;25000;959;4
2006;1130;759;Tarjeta Credito 12 Pagos;75000;162;4
2007;1217;390;Tarjeta Debito;25000;1737;5
2008;736;443;Tarjeta Credito 1 Pago;25000;1299;2
2009;1387;179;Tarjeta Debito;40000;555;4
2010;1088;60;Efectivo;75000;876;2
2011;243;752;Tarjeta Credito 12 Pagos;15000;1655;5
2012;818;289;Tarjeta Credito 1 Pago;60000;1871;5
2013;465;1224;Tarjeta Credito 6 Pagos;25000;1001;1
2014;814;384;Efectivo;40000;53;1
2015;201;1051;Tarjeta Credito 1 Pago;15000;764;4
2016;642;1136;Tarjeta Credito 6 Pagos;60000;1642;2
2017;1170;110;Tarjeta Credito 1 Pago;75000;774;3
2018;139;946;Tarjeta Credito 12 Pagos;40000;1775;2
2019;1275;1292;Tarjeta Credito 12 Pagos;60000;403;4
2020;46;867;Tarjeta Credito 6 Pagos;25000;876;2
2021;271;1316;Tarjeta Credito 1 Pago;75000;342;3
2022;407;935;Tarjeta Credito 1 Pago;40000;1235;2
2023;1008;1227;Tarjeta Credito 6 Pagos;25000;1127;5
2024;411;457;Tarjeta Credito 1 Pago;25000;1258;1
2025;1184;1372;Tarjeta Credito 1 Pago;60000;1116;5
2026;1159;1412;Tarjeta Credito 12 Pagos;25000;1257;3
2027;775;348;Tarjeta Credito 6 Pagos;40000;895;3
2028;709;1267;Efectivo;25000;1007;5
2029;191;1190;Tarjeta Credito 1 Pago;60000;408;4
2030;1259;1114;Efectivo;75000;217;1
2031;235;632;Tarjeta Credito 1 Pago;40000;1;4
2032;1032;1160;Tarjeta Credito 6 Pagos;40000;180;5
2033;1306;1143;Efectivo;25000;85;3
2034;943;11;Tarjeta Credito 6 Pagos;75000;585;2
2035;162;1293;Efectivo;25000;1381;4
2036;1402;96;Tarjeta Credito 12 Pagos;15000;820;5
2037;342;282;Efectivo;60000;283;1
2038;455;950;Efectivo;40000;267;4
2039;1353;1271;Tarjeta Credito 6 Pagos;75000;1472;2
2040;123;297;Tarjeta Credito 6 Pagos;15000;393;2
2041;1146;493;Tarjeta Credito 1 Pago;60000;37;2
2042;662;1254;Tarjeta Credito 1 Pago;15000;1231;2
2043;128;480;Tarjeta Credito 6 Pagos;15000;1901;1
2044;1397;386;Tarjeta Credito 6 Pagos;75000;1153;5
2045;1245;622;Tarjeta Credito 6 Pagos;60000;1455;1
2046;826;1380;Efectivo;75000;1650;1
2047;319;370;Efectivo;75000;1337;3
2048;1152;285;Tarjeta Credito 6 Pagos;60000;625;2
2049;256;208;Tarjeta Debito;75000;13;5
2050;31;447;Tarjeta Debito;15000;1957;4
2051;751;1320;Tarjeta Credito 12 Pagos;60000;880;5
2052;1055;374;Tarjeta Credito 6 Pagos;75000;410;4
2053;456;849;Tarjeta Debito;25000;1617;1
2054;128;825;Efectivo;25000;1042;5
2055;511;897;Tarjeta Credito 1 Pago;15000;1859;5
2056;428;349;Tarjeta Debito;25000;36;3
2057;958;332;Tarjeta Debito;25000;303;3
2058;740;873;Tarjeta Credito 12 Pagos;60000;1753;5
2059;1178;1429;Tarjeta Debito;15000;1458;5
2060;724;527;Tarjeta Debito;25000;1187;4
2061;767;1373;Tarjeta Credito 6 Pagos;25000;1646;4
2062;863;150;Tarjeta Credito 1 Pago;15000;1616;4
2063;44;793;Tarjeta Debito;75000;921;1
2064;1293;360;Tarjeta Credito 6 Pagos;75000;1838;2
2065;605;505;Tarjeta Credito 6 Pagos;75000;555;2
2066;1362;48;Tarjeta Credito 1 Pago;15000;776;1
2067;800;409;Efectivo;75000;423;2
2068;234;651;Tarjeta Credito 6 Pagos;75000;330;2
2069;800;77;Tarjeta Credito 6 Pagos;75000;1944;4
2070;48;608;Tarjeta Debito;60000;1860;3
2071;1198;632;Tarjeta Debito;25000;1467;4
2072;217;922;Efectivo;15000;1080;1
2073;138;851;Tarjeta Credito 12 Pagos;75000;1658;5
2074;1210;1193;Efectivo;60000;1577;2
2075;1154;128;Tarjeta Credito 12 Pagos;25000;76;3
2076;1236;10;Efectivo;75000;1020;2
2077;1223;397;Tarjeta Debito;25000;82;5
2078;960;261;Tarjeta Credito 1 Pago;60000;1353;4
2079;1183;444;Tarjeta Credito 1 Pago;75000;1047;3
2080;946;394;Tarjeta Credito 12 Pagos;75000;1696;4
2081;957;860;Tarjeta Credito 6 Pagos;60000;1937;4
2082;1039;209;Tarjeta Debito;25000;34;1
2083;967;559;Tarjeta Credito 12 Pagos;25000;416;3
2084;740;1427;Efectivo;40000;1575;1
2085;881;352;Tarjeta Credito 6 Pagos;60000;917;4
2086;600;371;Tarjeta Debito;40000;1928;2
2087;404;1213;Efectivo;75000;1309;3
2088;844;1149;Tarjeta Debito;60000;550;5
2089;329;867;Efectivo;75000;1927;1
2090;936;306;Tarjeta Credito 6 Pagos;40000;1675;2
2091;464;444;Tarjeta Credito 1 Pago;60000;220;1
2092;100;1072;Tarjeta Credito 1 Pago;60000;339;1
2093;1176;451;Tarjeta Credito 12 Pagos;25000;96;4
2094;864;807;Tarjeta Credito 1 Pago;25000;1222;5
2095;1137;79;Tarjeta Debito;60000;910;2
2096;1401;1323;Efectivo;60000;617;2
2097;402;245;Tarjeta Credito 12 Pagos;75000;570;2
2098;1100;520;Tarjeta Credito 12 Pagos;15000;592;5
2099;621;1318;Tarjeta Credito 1 Pago;25000;210;3
2100;1132;293;Tarjeta Credito 1 Pago;25000;1321;1
2101;476;184;Tarjeta Credito 12 Pagos;40000;1861;5
2102;833;384;Tarjeta Debito;60000;416;1
2103;1089;1228;Tarjeta Credito 6 Pagos;40000;1569;3
2104;1302;1101;Tarjeta Credito 1 Pago;40000;1233;5
2105;379;945;Tarjeta Credito 6 Pagos;40000;1183;4
2106;903;1077;Tarjeta Debito;40000;1708;5
2107;571;626;Tarjeta Credito 6 Pagos;15000;1558;2
2108;272;617;Tarjeta Credito 1 Pago;75000;1716;3
2109;233;1088;Tarjeta Credito 1 Pago;25000;1433;4
2110;164;493;Efectivo;75000;1316;4
2111;462;1012;Tarjeta Credito 12 Pagos;15000;1361;5
2112;1395;1350;Efectivo;25000;886;5
2113;1225;361;Tarjeta Credito 12 Pagos;15000;1728;2
2114;1234;185;Tarjeta Credito 1 Pago;25000;1389;2
2115;639;1323;Tarjeta Credito 6 Pagos;25000;717;5
2116;1373;207;Tarjeta Debito;75000;1549;2
2117;783;325;Tarjeta Debito;75000;883;4
2118;250;119;Tarjeta Debito;40000;404;5
2119;236;398;Efectivo;75000;76;4
2120;700;1131;Tarjeta Debito;75000;165;2
2121;799;822;Tarjeta Credito 1 Pago;15000;624;1
2122;1154;403;Tarjeta Credito 6 Pagos;25000;1696;3
2123;1072;355;Tarjeta Credito 6 Pagos;40000;46;3
2124;596;336;Tarjeta Credito 6 Pagos;15000;892;5
2125;353;1197;Tarjeta Credito 12 Pagos;15000;1558;5
2126;1207;405;Tarjeta Credito 1 Pago;15000;272;5
2127;633;940;Tarjeta Credito 12 Pagos;60000;1112;2
2128;1015;1210;Efectivo;60000;694;2
2129;488;915;Tarjeta Debito;40000;984;5
2130;1081;1267;Tarjeta Credito 6 Pagos;75000;1549;3
2131;503;352;Tarjeta Credito 1 Pago;75000;649;3
2132;376;1233;Efectivo;75000;235;1
2133;833;1326;Tarjeta Credito 6 Pagos;75000;1477;4
2134;1133;1415;Tarjeta Credito 6 Pagos;60000;850;1
2135;813;907;Efectivo;40000;1890;3
2136;482;74;Tarjeta Credito 1 Pago;60000;479;2
2137;1310;1016;Tarjeta Credito 12 Pagos;40000;467;1
2138;392;887;Efectivo;15000;169;1
2139;1025;1327;Efectivo;75000;1340;1
2140;13;498;Tarjeta Credito 6 Pagos;25000;320;4
2141;681;620;Tarjeta Credito 1 Pago;15000;1904;4
2142;973;1064;Tarjeta Debito;75000;578;2
2143;114;467;Tarjeta Debito;40000;1422;4
2144;250;270;Tarjeta Debito;75000;159;4
2145;441;1210;Efectivo;40000;1209;2
2146;775;1288;Tarjeta Credito 6 Pagos;15000;1689;1
2147;399;1089;Tarjeta Debito;40000;334;4
2148;368;254;Tarjeta Credito 1 Pago;25000;1889;3
2149;1364;23;Efectivo;40000;481;5
2150;537;1172;Tarjeta Credito 6 Pagos;75000;1018;2
2151;695;626;Efectivo;60000;1986;4
2152;444;1286;Tarjeta Credito 1 Pago;25000;1788;5
2153;423;1430;Tarjeta Debito;15000;197;3
2154;24;524;Tarjeta Credito 6 Pagos;60000;384;5
2155;35;679;Tarjeta Credito 1 Pago;40000;1545;2
2156;1080;256;Efectivo;15000;269;2
2157;1063;1361;Efectivo;40000;1096;4
2158;1138;833;Efectivo;60000;1027;4
2159;454;463;Efectivo;25000;1918;1
2160;1376;441;Tarjeta Credito 1 Pago;40000;1080;2
2161;607;1186;Tarjeta Debito;60000;323;1
2162;176;310;Tarjeta Credito 12 Pagos;40000;483;3
2163;545;85;Tarjeta Credito 6 Pagos;75000;1595;3
2164;494;963;Tarjeta Debito;15000;96;4
2165;35;1107;Tarjeta Debito;25000;1654;3
2166;180;517;Efectivo;60000;558;2
2167;746;1191;Tarjeta Debito;75000;1865;5
2168;356;91;Efectivo;60000;826;4
2169;1278;125;Tarjeta Credito 12 Pagos;40000;1789;2
2170;785;424;Tarjeta Credito 6 Pagos;40000;450;2
2171;440;868;Efectivo;60000;1400;2
2172;1071;656;Efectivo;60000;1780;4
2173;307;478;Tarjeta Credito 1 Pago;75000;1613;5
2174;1274;770;Tarjeta Debito;60000;799;5
2175;486;66;Tarjeta Credito 1 Pago;60000;1836;2
2176;610;1129;Tarjeta Credito 1 Pago;75000;1801;2
2177;80;305;Efectivo;75000;819;5
2178;1052;1387;Tarjeta Credito 1 Pago;15000;902;2
2179;1416;1131;Efectivo;25000;1740;2
2180;8;606;Tarjeta Credito 1 Pago;40000;205;3
2181;1085;388;Tarjeta Credito 12 Pagos;40000;46;5
2182;112;1194;Tarjeta Credito 1 Pago;15000;1689;5
2183;271;618;Tarjeta Credito 1 Pago;15000;925;5
2184;1425;589;Tarjeta Credito 6 Pagos;40000;1855;3
2185;6;747;Tarjeta Credito 1 Pago;75000;368;5
2186;633;642;Tarjeta Credito 1 Pago;15000;920;2
2187;26;616;Tarjeta Credito 12 Pagos;60000;525;2
2188;1276;776;Tarjeta Credito 6 Pagos;25000;1882;3
2189;112;644;Tarjeta Credito 6 Pagos;40000;718;4
2190;227;1013;Tarjeta Credito 12 Pagos;25000;220;2
2191;489;495;Efectivo;60000;917;3
2192;175;419;Tarjeta Debito;25000;411;3
2193;697;1089;Efectivo;40000;982;1
2194;466;248;Tarjeta Credito 6 Pagos;15000;5;3
2195;1228;1064;Tarjeta Credito 6 Pagos;60000;94;3
2196;277;1129;Tarjeta Credito 1 Pago;25000;566;3
2197;452;1387;Tarjeta Debito;60000;1171;5
2198;72;1423;Tarjeta Credito 12 Pagos;60000;163;2
2199;33;778;Tarjeta Credito 6 Pagos;60000;537;2
2200;1209;370;Tarjeta Credito 12 Pagos;40000;1927;4
2201;454;925;Tarjeta Credito 6 Pagos;40000;1977;1
2202;1303;301;Tarjeta Debito;25000;238;3
2203;1058;747;Tarjeta Debito;15000;1021;5
2204;942;276;Efectivo;25000;1925;4
2205;249;501;Tarjeta Credito 6 Pagos;60000;990;4
2206;963;763;Efectivo;75000;1823;4
2207;697;1138;Tarjeta Credito 1 Pago;75000;149;4
2208;464;651;Tarjeta Credito 1 Pago;25000;165;5
2209;35;1366;Tarjeta Credito 1 Pago;25000;232;1
2210;651;973;Tarjeta Credito 6 Pagos;40000;1944;4
2211;1401;377;Tarjeta Credito 1 Pago;40000;743;1
2212;724;1398;Tarjeta Credito 1 Pago;15000;1814;2
2213;282;966;Tarjeta Debito;25000;301;4
2214;1236;1108;Tarjeta Debito;25000;747;4
2215;67;416;Tarjeta Credito 1 Pago;25000;919;5
2216;493;641;Tarjeta Credito 1 Pago;15000;1186;3
2217;732;269;Efectivo;60000;1079;1
2218;260;556;Tarjeta Debito;25000;769;2
2219;1375;800;Tarjeta Credito 6 Pagos;60000;727;3
2220;485;1160;Tarjeta Credito 6 Pagos;40000;1056;1
2221;38;1276;Efectivo;40000;242;1
2222;1319;796;Tarjeta Credito 12 Pagos;40000;1878;3
2223;1419;1252;Efectivo;15000;354;2
2224;252;664;Tarjeta Debito;60000;493;3
2225;571;134;Tarjeta Debito;75000;1461;5
2226;700;1136;Tarjeta Credito 6 Pagos;40000;627;4
2227;795;1082;Tarjeta Credito 1 Pago;25000;1093;1
2228;1037;133;Tarjeta Credito 12 Pagos;40000;175;4
2229;105;118;Tarjeta Credito 6 Pagos;25000;957;2
2230;625;734;Tarjeta Credito 1 Pago;60000;933;1
2231;631;161;Tarjeta Credito 6 Pagos;75000;1549;4
2232;1116;777;Tarjeta Credito 12 Pagos;75000;1853;3
2233;501;304;Tarjeta Credito 6 Pagos;25000;1286;3
2234;951;433;Efectivo;60000;1665;2
2235;342;584;Tarjeta Credito 12 Pagos;60000;524;3
2236;906;525;Efectivo;25000;66;2
2237;850;39;Tarjeta Debito;40000;1104;2
2238;427;194;Efectivo;15000;746;5
2239;105;1210;Tarjeta Debito;25000;171;1
2240;129;728;Efectivo;15000;1095;4
2241;321;1271;Efectivo;60000;1653;1
2242;72;1119;Tarjeta Credito 1 Pago;60000;539;4
2243;250;427;Tarjeta Credito 6 Pagos;15000;991;4
2244;917;1013;Tarjeta Credito 6 Pagos;25000;1809;2
2245;450;455;Efectivo;40000;1627;5
2246;938;1318;Tarjeta Credito 6 Pagos;75000;574;4
2247;123;667;Tarjeta Credito 12 Pagos;25000;1180;4
2248;733;1082;Tarjeta Debito;60000;497;5
2249;1185;851;Tarjeta Credito 6 Pagos;60000;1133;4
2250;156;644;Tarjeta Debito;40000;1600;1
2251;187;559;Efectivo;40000;175;1
2252;190;535;Tarjeta Credito 12 Pagos;60000;1820;4
2253;1278;620;Tarjeta Debito;25000;482;1
2254;359;584;Tarjeta Credito 1 Pago;75000;1215;2
2255;29;1288;Tarjeta Credito 6 Pagos;25000;1294;4
2256;870;123;Tarjeta Debito;25000;999;2
2257;62;1301;Tarjeta Credito 6 Pagos;40000;390;4
2258;149;874;Tarjeta Credito 12 Pagos;75000;1852;4
2259;1120;810;Efectivo;15000;503;5
2260;868;419;Tarjeta Credito 12 Pagos;15000;747;2
2261;322;153;Efectivo;15000;1387;3
2262;466;1364;Efectivo;15000;861;3
2263;1141;721;Tarjeta Credito 1 Pago;60000;989;4
2264;1044;1424;Tarjeta Debito;15000;1431;2
2265;1037;810;Tarjeta Debito;60000;923;3
2266;346;1269;Tarjeta Credito 12 Pagos;25000;1676;5
2267;1306;758;Efectivo;60000;980;4
2268;386;946;Tarjeta Credito 1 Pago;25000;1871;5
2269;367;1194;Tarjeta Credito 6 Pagos;40000;1622;4
2270;356;1317;Tarjeta Credito 6 Pagos;25000;1086;3
2271;22;1289;Tarjeta Credito 12 Pagos;40000;242;2
2272;492;282;Tarjeta Debito;60000;1866;1
2273;788;521;Tarjeta Credito 6 Pagos;60000;1137;3
2274;1092;1181;Tarjeta Debito;15000;1254;1
2275;1319;517;Tarjeta Credito 1 Pago;40000;1205;3
2276;449;379;Tarjeta Credito 1 Pago;40000;27;3
2277;68;61;Tarjeta Credito 6 Pagos;15000;105;1
2278;1342;1004;Tarjeta Debito;75000;225;4
2279;287;1003;Tarjeta Credito 12 Pagos;75000;224;1
2280;188;1111;Tarjeta Credito 12 Pagos;75000;834;1
2281;315;669;Efectivo;75000;1908;3
2282;306;283;Tarjeta Credito 1 Pago;60000;239;5
2283;282;690;Tarjeta Credito 6 Pagos;60000;938;1
2284;1256;1308;Efectivo;15000;901;1
2285;236;898;Tarjeta Credito 12 Pagos;15000;717;2
2286;272;977;Tarjeta Debito;40000;318;2
2287;391;317;Tarjeta Credito 6 Pagos;25000;1411;5
2288;308;1153;Efectivo;40000;262;3
2289;358;1323;Tarjeta Credito 6 Pagos;40000;139;1
2290;318;674;Tarjeta Credito 1 Pago;25000;1251;3
2291;911;631;Efectivo;75000;583;4
2292;1057;580;Tarjeta Credito 1 Pago;25000;1857;5
2293;279;1137;Efectivo;15000;160;3
2294;664;677;Tarjeta Credito 6 Pagos;75000;1296;4
2295;770;503;Efectivo;25000;351;4
2296;842;1278;Tarjeta Credito 6 Pagos;25000;387;3
2297;1214;1317;Tarjeta Credito 12 Pagos;75000;1018;5
2298;492;797;Efectivo;15000;175;1
2299;830;380;Tarjeta Debito;15000;1479;5
2300;336;580;Tarjeta Credito 12 Pagos;25000;1378;2
2301;959;463;Tarjeta Credito 12 Pagos;15000;47;4
2302;347;317;Tarjeta Credito 6 Pagos;60000;1434;3
2303;504;815;Tarjeta Credito 6 Pagos;60000;1762;3
2304;1022;233;Tarjeta Credito 1 Pago;60000;1824;2
2305;275;1044;Tarjeta Credito 6 Pagos;40000;166;3
2306;287;308;Tarjeta Credito 6 Pagos;15000;675;3
2307;1359;269;Tarjeta Credito 12 Pagos;60000;1310;1
2308;728;1288;Tarjeta Credito 6 Pagos;40000;1749;1
2309;457;918;Tarjeta Credito 6 Pagos;75000;665;1
2310;1082;783;Tarjeta Credito 1 Pago;40000;1292;3
2311;1221;1097;Tarjeta Credito 6 Pagos;25000;1413;1
2312;865;862;Tarjeta Credito 1 Pago;40000;1335;1
2313;913;300;Efectivo;60000;1609;2
2314;1144;423;Tarjeta Credito 1 Pago;40000;1915;5
2315;765;213;Tarjeta Credito 1 Pago;75000;144;1
2316;1200;220;Tarjeta Debito;25000;1444;3
2317;1113;379;Tarjeta Credito 1 Pago;25000;1927;5
2318;834;1067;Tarjeta Credito 6 Pagos;60000;284;2
2319;1049;898;Tarjeta Credito 12 Pagos;25000;138;1
2320;1425;1338;Efectivo;60000;1325;2
2321;788;1118;Tarjeta Credito 12 Pagos;60000;1803;1
2322;881;157;Tarjeta Debito;25000;227;4
2323;53;659;Tarjeta Debito;15000;1270;1
2324;456;346;Tarjeta Credito 1 Pago;60000;799;2
2325;539;356;Efectivo;60000;811;3
2326;355;736;Tarjeta Credito 1 Pago;75000;170;1
2327;1191;300;Tarjeta Credito 12 Pagos;15000;266;3
2328;670;1097;Efectivo;60000;1953;2
2329;779;181;Tarjeta Credito 6 Pagos;25000;976;5
2330;127;691;Tarjeta Debito;15000;1812;5
2331;8;1292;Tarjeta Credito 6 Pagos;40000;1920;1
2332;1295;1410;Tarjeta Credito 6 Pagos;75000;1987;2
2333;546;1027;Tarjeta Debito;60000;1215;3
2334;2;92;Tarjeta Credito 12 Pagos;60000;997;1
2335;363;567;Tarjeta Credito 1 Pago;15000;1937;1
2336;1062;1172;Tarjeta Credito 6 Pagos;40000;1665;3
2337;1407;367;Efectivo;15000;548;1
2338;847;797;Tarjeta Credito 12 Pagos;15000;100;5
2339;520;1116;Tarjeta Credito 1 Pago;75000;1101;4
2340;1044;705;Tarjeta Credito 12 Pagos;40000;580;3
2341;1280;1011;Tarjeta Credito 1 Pago;25000;285;3
2342;1063;891;Efectivo;75000;349;3
2343;480;656;Tarjeta Credito 1 Pago;60000;859;3
2344;489;1065;Tarjeta Credito 1 Pago;75000;1229;5
2345;90;994;Tarjeta Debito;75000;1082;2
2346;945;821;Tarjeta Credito 1 Pago;40000;855;3
2347;1239;467;Tarjeta Credito 1 Pago;60000;1163;5
2348;548;835;Tarjeta Debito;15000;1397;3
2349;1174;982;Tarjeta Credito 12 Pagos;75000;1070;4
2350;935;1043;Tarjeta Credito 12 Pagos;25000;1874;5
2351;1344;320;Tarjeta Credito 6 Pagos;60000;1535;5
2352;590;1096;Tarjeta Debito;75000;224;1
2353;629;1420;Tarjeta Credito 12 Pagos;25000;1952;1
2354;492;1384;Tarjeta Debito;40000;1970;4
2355;636;306;Efectivo;75000;1351;4
2356;413;181;Tarjeta Debito;40000;91;4
2357;694;1252;Tarjeta Credito 12 Pagos;60000;628;1
2358;1378;472;Efectivo;40000;1070;4
2359;526;276;Tarjeta Credito 6 Pagos;75000;895;2
2360;651;271;Tarjeta Credito 1 Pago;40000;1998;2
2361;391;971;Efectivo;25000;1431;1
2362;988;1070;Tarjeta Credito 1 Pago;60000;463;2
2363;701;841;Tarjeta Credito 1 Pago;15000;1860;5
2364;893;1039;Efectivo;60000;1189;5
2365;1196;516;Tarjeta Credito 6 Pagos;25000;1608;2
2366;1184;1273;Tarjeta Credito 6 Pagos;15000;1627;5
2367;1218;689;Efectivo;15000;979;2
2368;1055;1071;Efectivo;60000;803;4
2369;1394;905;Tarjeta Credito 6 Pagos;75000;1348;3
2370;749;350;Efectivo;40000;1098;4
2371;97;635;Tarjeta Credito 6 Pagos;40000;164;1
2372;1309;706;Efectivo;25000;458;2
2373;1264;761;Tarjeta Debito;40000;1421;4
2374;500;747;Tarjeta Credito 6 Pagos;25000;682;2
2375;1021;1200;Efectivo;60000;177;1
2376;972;1277;Tarjeta Credito 12 Pagos;25000;1139;2
2377;953;283;Tarjeta Credito 6 Pagos;40000;68;2
2378;429;296;Tarjeta Credito 1 Pago;75000;609;4
2379;761;1029;Tarjeta Credito 12 Pagos;40000;648;2
2380;919;399;Efectivo;60000;994;5
2381;1040;1367;Efectivo;25000;1645;3
2382;1064;1161;Tarjeta Credito 12 Pagos;75000;7;2
2383;564;1193;Tarjeta Debito;75000;1459;1
2384;453;1;Tarjeta Credito 12 Pagos;15000;176;1
2385;1320;72;Tarjeta Credito 12 Pagos;15000;1604;4
2386;214;720;Tarjeta Debito;25000;1023;5
2387;65;1382;Tarjeta Credito 12 Pagos;40000;662;4
2388;810;614;Tarjeta Credito 1 Pago;75000;1543;2
2389;479;179;Tarjeta Debito;75000;1162;5
2390;935;567;Tarjeta Debito;25000;1371;1
2391;1368;1366;Tarjeta Credito 6 Pagos;15000;1125;5
2392;1179;697;Tarjeta Credito 6 Pagos;75000;1951;4
2393;186;4;Tarjeta Credito 1 Pago;60000;743;4
2394;630;314;Tarjeta Credito 1 Pago;25000;1300;3
2395;960;436;Tarjeta Credito 12 Pagos;15000;571;3
2396;368;1188;Tarjeta Credito 1 Pago;75000;892;3
2397;795;1299;Efectivo;60000;884;5
2398;728;605;Tarjeta Credito 1 Pago;60000;1493;2
2399;510;377;Tarjeta Credito 6 Pagos;60000;1315;4
2400;857;895;Tarjeta Credito 6 Pagos;25000;564;2
2401;1081;1267;Tarjeta Credito 1 Pago;25000;1365;1
2402;900;1284;Tarjeta Credito 12 Pagos;40000;1112;4
2403;392;153;Tarjeta Credito 6 Pagos;60000;310;4
2404;324;1128;Efectivo;15000;1753;4
2405;702;482;Tarjeta Credito 1 Pago;25000;1970;3
2406;1419;1248;Tarjeta Credito 6 Pagos;40000;1986;1
2407;93;1004;Tarjeta Credito 1 Pago;60000;328;2
2408;1404;745;Tarjeta Credito 6 Pagos;60000;1256;3
2409;497;171;Tarjeta Credito 6 Pagos;75000;91;2
2410;1302;479;Tarjeta Credito 6 Pagos;75000;115;1
2411;190;596;Efectivo;15000;1678;5
2412;185;1297;Tarjeta Credito 1 Pago;75000;1905;5
2413;645;854;Efectivo;60000;1495;3
2414;1297;1157;Tarjeta Credito 6 Pagos;40000;744;2
2415;424;654;Efectivo;25000;1964;4
2416;1189;310;Tarjeta Credito 1 Pago;25000;477;2
2417;302;547;Efectivo;15000;1324;5
2418;6;265;Tarjeta Credito 6 Pagos;15000;267;5
2419;992;60;Tarjeta Credito 12 Pagos;40000;1066;5
2420;566;174;Tarjeta Credito 6 Pagos;40000;1622;1
2421;602;934;Tarjeta Credito 12 Pagos;75000;485;1
2422;308;440;Tarjeta Credito 6 Pagos;60000;127;3
2423;498;1416;Tarjeta Credito 1 Pago;75000;317;4
2424;1039;148;Tarjeta Credito 12 Pagos;60000;550;2
2425;440;35;Tarjeta Debito;40000;1803;1
2426;1292;659;Tarjeta Credito 6 Pagos;15000;393;4
2427;886;1112;Tarjeta Credito 12 Pagos;40000;50;3
2428;812;1299;Tarjeta Debito;25000;1884;3
2429;1343;1193;Tarjeta Credito 12 Pagos;15000;647;3
2430;724;791;Tarjeta Credito 1 Pago;75000;898;5
2431;964;133;Tarjeta Credito 1 Pago;40000;804;4
2432;1095;1133;Tarjeta Credito 6 Pagos;15000;101;5
2433;1430;880;Tarjeta Debito;60000;303;5
2434;1041;337;Efectivo;75000;1793;4
2435;1244;479;Tarjeta Credito 6 Pagos;25000;3;2
2436;1299;885;Tarjeta Credito 1 Pago;60000;457;3
2437;1330;14;Tarjeta Credito 6 Pagos;40000;324;2
2438;139;457;Tarjeta Credito 1 Pago;60000;305;2
2439;1423;103;Tarjeta Credito 6 Pagos;60000;862;3
2440;847;755;Tarjeta Credito 1 Pago;25000;1670;2
2441;133;1211;Efectivo;40000;1332;2
2442;466;1215;Tarjeta Debito;25000;1118;3
2443;39;48;Tarjeta Credito 6 Pagos;60000;1180;4
2444;269;464;Tarjeta Credito 12 Pagos;25000;17;4
2445;632;930;Efectivo;60000;1534;5
2446;1362;624;Tarjeta Credito 12 Pagos;40000;148;1
2447;1302;843;Tarjeta Credito 1 Pago;40000;862;1
2448;833;793;Tarjeta Credito 1 Pago;60000;1297;3
2449;1094;218;Tarjeta Credito 12 Pagos;15000;1006;4
2450;1115;1215;Efectivo;40000;1477;4
2451;971;28;Tarjeta Credito 12 Pagos;75000;1217;4
2452;436;279;Tarjeta Debito;15000;1791;4
2453;445;47;Tarjeta Credito 6 Pagos;60000;1816;2
2454;1410;1327;Tarjeta Debito;60000;1529;4
2455;623;846;Tarjeta Credito 6 Pagos;75000;1929;3
2456;529;800;Tarjeta Credito 1 Pago;25000;373;1
2457;1353;959;Tarjeta Credito 12 Pagos;60000;1855;1
2458;883;361;Tarjeta Credito 1 Pago;15000;302;4
2459;367;623;Efectivo;15000;1247;2
2460;1357;1082;Tarjeta Credito 1 Pago;15000;1715;5
2461;732;1306;Tarjeta Credito 6 Pagos;40000;587;2
2462;434;781;Tarjeta Debito;40000;1033;4
2463;1368;138;Tarjeta Credito 12 Pagos;40000;1915;4
2464;1392;420;Tarjeta Debito;60000;1693;5
2465;594;438;Efectivo;40000;1504;3
2466;1370;465;Tarjeta Credito 1 Pago;75000;433;3
2467;618;215;Tarjeta Credito 6 Pagos;60000;1160;1
2468;620;876;Tarjeta Credito 1 Pago;75000;1327;2
2469;594;888;Tarjeta Debito;75000;1836;5
2470;872;862;Tarjeta Credito 6 Pagos;60000;486;4
2471;381;166;Tarjeta Credito 6 Pagos;60000;1083;4
2472;1381;1296;Tarjeta Credito 6 Pagos;40000;1937;1
2473;1223;1427;Tarjeta Credito 1 Pago;15000;596;1
2474;1369;687;Efectivo;75000;1575;1
2475;89;926;Efectivo;75000;806;1
2476;602;1079;Tarjeta Credito 6 Pagos;40000;920;3
2477;566;1273;Tarjeta Credito 12 Pagos;15000;264;4
2478;197;759;Tarjeta Credito 1 Pago;40000;1188;2
2479;381;58;Tarjeta Credito 6 Pagos;60000;299;4
2480;1183;1003;Tarjeta Credito 1 Pago;40000;1746;2
2481;717;37;Tarjeta Credito 12 Pagos;40000;629;4
2482;1335;908;Tarjeta Debito;60000;413;4
2483;1302;154;Tarjeta Credito 12 Pagos;25000;1800;3
2484;256;147;Tarjeta Credito 1 Pago;40000;540;1
2485;965;1343;Tarjeta Credito 6 Pagos;25000;111;5
2486;1214;437;Tarjeta Credito 6 Pagos;40000;748;3
2487;1407;692;Efectivo;40000;217;4
2488;396;1428;Tarjeta Debito;75000;811;5
2489;408;878;Efectivo;25000;1387;2
2490;872;799;Tarjeta Credito 12 Pagos;60000;1730;3
2491;1410;856;Tarjeta Credito 12 Pagos;40000;1796;1
